Filename,Extracted Text
141494-Sneha-Kapoor.pdf,"Lawrence and Mayo

4, Near MG Road Metro Station, MG Road, Bangalore - 560001

BILL TO INVOICE # 141494

Sneha Kapoor INVOICE DATE 04/10/2023
8, Jasmine Court, Ludhiana, P.O# 7323
Punjab, India

Invoice Total ¥ 10,615.28

QTY DESCRIPTION UNIT PRICE AMOUNT
2 Carrera Unisex-Adult Rectangular Sunglasses 2,099.00 4,198.00
2 Vincent Chase Blue Cut Computer Glasses 2,399.00 4,798.00
Subtotal 8,996.00

GST 18.0% 1,619.28
"
Invoice_2024-06-24_11-25-02_4.pdf,"INVOICE

Invoice From :

Specsworld Opticians

45, 4th Main, Jayamahal Extension, Mumbai - 400005
specsworldopticians@gmail.com

Contact no.: 9900232338

Invoice To:

Ritu Kapoor

18, Cedar Boulevard

Bangalore

Contact no.: 9307313912 Email: ritukapoor@gmail.com

Item Name HSN/SAC Qty
Emporio Armani
Unisex-Adult
Sunglasses 9006 1

Ray-Ban Aviator
Classic Sunglasses 9005 1

Vogue Eyewear

Women’s Round
Sunglasses 9007 1

Terms & Conditions

Invoice details:

Invoice no.: 398
Date issued: 27-10-2020
GSTIN: 29AADCS3456G1ZR
Pan: RFRBG7060G

State: Maharashtra

GSTIN: 24EDMEL2356S1Z2
Pan: URPUN4974E

State: Karnataka

Unit Price

4387.00

1258.00

2894.00

Sub total
IGST

Grand Total

1. Payment terms are valid thirty (20) days from the date of this invoice, subject to a ¥2 of 2%

discount if paid within ten (10) days of the date of this invoice.
2. 30 days limited warranty unless stated otherwise in this invoice.

3. Balance due within 15 days of Invoice date. There shall be 10% Interest per Month thereafter.

4. A copy of this invoice is required, otherwise the warranty process stated herein will be delayed.

IGST Amount

18% 4387.00
18% 1258.00
18% 2894.00
8539.00

18% 1537.02
10076.02
"
Invoice_2024-06-24_11-25-45_47.pdf,"INVOICE

Invoice From :

Specsworld Opticians

45, 4th Main, Jayamahal Extension, Mumbai - 400005
specsworldopticians@gmail.com

Contact no.: 9900232338

Invoice To:

Arun Kapoor

48, Olive Boulevard

Bangalore

Contact no.: 9506638599 Email: arunkapoor@gmail.com

Item Name HSN/SAC Qty
Puma Men’s
Wayfarer Sunglasses 9007 3

Polarized Wrap
Around Sports
Sunglasses 9008 2
Vincent Chase Blue
Cut Computer
Glasses 9004 2

Terms & Conditions

Invoice details:

Invoice no.: 899
Date issued: 30-01-2020
GSTIN: 29AADCS3456G1ZR
Pan: RFRBG7060G

State: Maharashtra

GSTIN: 24HAZXP176101Z6
Pan: YZYTF1177M

State: Karnataka

Unit Price

3281.00

4313.00

4217.00

Sub total
IGST

Grand Total

1. Payment terms are valid thirty (20) days from the date of this invoice, subject to a ¥2 of 2%

discount if paid within ten (10) days of the date of this invoice.
2. 30 days limited warranty unless stated otherwise in this invoice.

3. Balance due within 15 days of Invoice date. There shall be 10% Interest per Month thereafter.

4. A copy of this invoice is required, otherwise the warranty process stated herein will be delayed.

IGST Amount

18% 9843.00
18% 8626.00
18% 8434.00
26903.00

18% 4842.54
31745.54
"
OpticalInvoice_2024-07-18_18-29-58_63.pdf,"TAX INVOICE
OPTICAL GLASSES

Plot No. 45, GIDC Industrial Estate, Vatva, Anmedabad, Gujarat

OPTICAL GLASSES GSTIN: 27AJHCU1234L1ZA
PERFECTING YOUR EYE PAN: RTRBGS397G

Invoice No Invoice Date Order No Order Date Ref No om DEI KS Destination Dispatch Through

07-01-2023 05-01-2023 07-01-2023

Bill To Ship To

Simran Desai Simran Desai
56 Diamond Plaza, Ghod Dod Road, Near VR Mall, Gujarat-395007 56 Diamond Plaza, Ghod Dod Road, Near VR Mall, Gujarat-395007

State: Maharashtra State: Maharashtra
GSTIN: 24FEKEJ6872X1Z2,_ PAN: NOHCO1620H GSTIN: 24FEKEJ6872X1Z2 PAN: NOHCO1620H

[srino [tem Description | HSN [Rate | Batch | Gy | cst | sosT

Nova Blue an (Zero | go78 2607.00 20230107-611 4457.97 4457.97 58448.94
ower
2 Ray-Ban Men’s Wayfarer 7365 3820.00 20230107-774 16 5500.80 5500.80 72121.60
Sunglasses
Prada Women’s Round 7244 3484.00 20230107-127 | s01696 96 | sora | 96 | esrrs2 92
Sunglasses

SUB TOTAL 196348.46
Discount 9817.42

GRAND TOTAL 186531.04
Terms & Condition
1) Goods once sold will not be taken back or exchanged
2) Any warranty claim will not be accepted without warranty card
3) Payment to be made within 30 days

 
"
OpticalInvoice_2024-07-18_18-30-40_105.pdf,"TAX INVOICE
OPTICAL GLASSES

Plot No. 45, GIDC Industrial Estate, Vatva, Anmedabad, Gujarat

OPTICAL GLASSES GSTIN: 27AJHCU1234L1ZA
PERFECTING YOUR EYE PAN: RTRBGS397G

Invoice No Invoice Date Order No Order Date Ref No om DEI KS Destination Dispatch Through

11-10-2023 09-10-2023 11-10-2023

Bill To Ship To

Rajesh Verma Rajesh Verma
45 Sapphire Plaza, Adalaj Road, Near Adalaj Stepwell, Gujarat-382421 45 Sapphire Plaza, Adalaj Road, Near Adalaj Stepwell, Gujarat-382421

State: Maharashtra State: Maharashtra
GSTIN: 24FTWMW5497X1Z7_ PAN: XYCXZ6105D GSTIN: 24FTWMW5497X1Z7_ PAN: XYCXZ6105D

[srino [tem Description | HSN [Rate | Batch | Gy | cst | sesT

1 . 7046 4501.00 20231011-636 16 6481.44 6481.44 84978.88
Prada Men’s Aviator Sunglasses
2 . 8342 573.00 20231011-982 18 928.26 928.26 12170.52
Diesel UV Protected Sunglasses
Gucci Women’s Wayfarer 7128 633.00 20231011-023 | anas40 40 | as3940_ | 40 | sasae80 80
Sunglasses

SUB TOTAL 112088.20
Discount 5604.41

GRAND TOTAL 106483.79
Terms & Condition
1) Goods once sold will not be taken back or exchanged
2) Any warranty claim will not be accepted without warranty card
3) Payment to be made within 30 days

 
"
OpticalInvoice_2024-07-18_18-29-02_7.pdf,"TAX INVOICE
OPTICAL GLASSES

Plot No. 45, GIDC Industrial Estate, Vatva, Anmedabad, Gujarat

OPTICAL GLASSES GSTIN: 27AJHCU1234L1ZA
PERFECTING YOUR EYE PAN: RTRBGS397G

Invoice No Invoice Date Order No Order Date Ref No om DEI KS Destination Dispatch Through

03-04-2023 EC1809 01-04-2023 03-04-2023

Bill To Ship To

Mohit Gupta Mohit Gupta
45 Ruby Residency, Infocity Road, Near GMDC Ground, Gujarat-382421 45 Ruby Residency, Infocity Road, Near GMDC Ground, Gujarat-382421

State: Maharashtra State: Maharashtra
GSTIN: 24USCON2516S1Z9 PAN: TTUGD53151 GSTIN: 24USCON2516S1Z9 PAN: TTUGD53151

[srino [Item Description | HSN [Rate | Batch | Gy | COST | sGsT

1 Calvin Klein Women’s Oval 7354 1252.00 20230403-495 13 1464.84 1464.84 19205.68
Sunglasses

2 Armani Exchange Rectangular | 2939 1982.00 20230403-036 17 3032.46 3032.46 39758.92
Sunglasses

Ray-Ban Aviator Classic 8288 874.00 20230403-885 | s02258 58 | 1022.58 | 58 | aaaoras 16
Sunglasses

SUB TOTAL 72371.76
Discount 3618.59

GRAND TOTAL 68753.17
Terms & Condition
1) Goods once sold will not be taken back or exchanged
2) Any warranty claim will not be accepted without warranty card
3) Payment to be made within 30 days

 
"
ApexInvoice_2024-07-18_18-28-19_92.pdf,"V7 APEX EYEWEAR

APEX WEAR
Tax Invoice

New Hind House, Narottam Morarjee Marg, Ballard Estate,

Mumbai, Maharashtra
GSTIN: 27AAACR7147G1ZQ

aE

91 Ruby Residency, Kalol Highway, Near GIDC Estate, Gujarat-382721 .

:
aefno fia
ee

PName [___—_—‘TenyaGupa Si

91 Ruby Residency, Kalol Highway, Near GIDC Estate, Gujarat-382721 Terms of
Address 30Days
Payment

24RDNMS1128K1Z6 | LRNo §=©=———‘[9621
HXBTJ1601X 28-08-2023

ee

em
OO. [——r
OO

Sub Total 51259.20
Terms & Conditions Discount 2562.96
1. Goods once sold will not be taken back or exchanged.
2. Please make the payment within 30 days. Grand Total 48696.24

 

Authorised signature
"
OpticalInvoice_2024-07-18_18-29-14_19.pdf,"TAX INVOICE
OPTICAL GLASSES

Plot No. 45, GIDC Industrial Estate, Vatva, Anmedabad, Gujarat

OPTICAL GLASSES GSTIN: 27AJHCU1234L1ZA
PERFECTING YOUR EYE PAN: RTRBGS397G

Invoice No Invoice Date Order No Order Date Ref No om DEI KS Destination Dispatch Through

04-06-2023 02-06-2023 04-06-2023

Bill To Ship To

Vinod Rao Vinod Rao
67 Diamond Palace, Ghod Dod Road, Near Magdalla Port, Gujarat-395007 67 Diamond Palace, Ghod Dod Road, Near Magdalla Port, Gujarat-395007

State: Maharashtra State: Maharashtra
GSTIN: 24URPVN6503X1Z2_ PAN: YYTSP6513Q GSTIN: 24URPVN6503X1Z2_ PAN: YYTSP6513Q

[srino [tem Description | HSN [Rate | Batch | Gy | cst | sesT

1 7216 4061.00 20230604-023 16 5847.84 5847.84 76671.68
Persol Rectangular Sunglasses
2 Tommy Hilfiger Men’s 7289 3342.00 20230604-016 19 5714.82 5714.82 74927.64
Rectangular Sunglasses
Calvin Klein Polarized 7403 637.00 20230604-909 } anas.co 60 | ss4s.60 | 60 | 1509320 20
Sunglasses

SUB TOTAL 166632.52
Discount 8331.63

GRAND TOTAL 158300.89
Terms & Condition
1) Goods once sold will not be taken back or exchanged
2) Any warranty claim will not be accepted without warranty card
3) Payment to be made within 30 days

 
"
1441-Amit-Singh.pdf,"INVOICE

FROM

BILL TO

Specsmakers Opticians Amit Singh
1075, 12th Main, HAL 2nd Stage, 55, Carnation Road, Jaipur,
Indiranagar, Bangalore - 560008 Rajasthan, India

INVOICE #
1441

ary

INVOICE DATE
02/02/2023

DESCRIPTION
Vogue Women’s Oversized Sunglasses

Carrera Polarized Rectangular Sunglasses

P.0.#
94821

UNIT PRICE
2,899.00
3,099.00

Subtotal
GST 18.0%

Total

AMOUNT
5,798.00
6,198.00

11,996.00
2,159.28

= 14,155.28

Powered. by Invoice Home
"
Invoice_2024-06-24_11-25-20_22.pdf,"INVOICE

Invoice From :

Specsworld Opticians

45, 4th Main, Jayamahal Extension, Mumbai - 400005
specsworldopticians@gmail.com

Contact no.: 9900232338

Invoice To:

Sneha Verma

93, Ivy Path

Hubli

Contact no.: 9440438546 Email: snehaverma@gmail.com

Item Name HSN/SAC Qty

Vincent Chase Blue
Cut Computer
Glasses 9007 2

Lenskart Air Wrap-

Around Sunglasses 9005 2
Emporio Armani
Unisex-Adult
Sunglasses 9008 2

Terms & Conditions

Invoice details:

Invoice no.: 956
Date issued: 09-09-2020
GSTIN: 29AADCS3456G1ZR
Pan: RFRBG7060G

State: Maharashtra

GSTIN: 24VGZY12489X1Z5

Pan: NBBBP5450R

State: Karnataka

Unit Price

3171.00

2180.00

1462.00

Sub total
IGST

Grand Total

1. Payment terms are valid thirty (20) days from the date of this invoice, subject to a ¥2 of 2%

discount if paid within ten (10) days of the date of this invoice.
2. 30 days limited warranty unless stated otherwise in this invoice.

3. Balance due within 15 days of Invoice date. There shall be 10% Interest per Month thereafter.

4. A copy of this invoice is required, otherwise the warranty process stated herein will be delayed.

IGST Amount

18% 6342.00
18% 4360.00
18% 2924.00
13626.00

18% 2452.68
16078.68
"
135-Rakesh-Sharma.pdf,"INVOICE

FROM BILL T0
Vision Express Rakesh Sharma
1st Floor, Phoenix Marketcity, 67, Violet Avenue, Kolkata, West
Whitefield Main Road, Bangalore - Bengal, India
560066
INVOICE # INVOICE DATE P.0.#
135 25/01/2023 0225
QTY DESCRIPTION UNIT PRICE
2 Oakley Frogskins Sunglasses 2,999.00
2 Vogue Eyewear Cat Eye Glasses 3,799.00
Subtotal
GST 18.0%
Total

AMOUNT
5,998.00
7,598.00

13,596.00
2,447.28

= 16,043.28

Powered. by Invoice Home
"
PerfectVisionInvoice_2024-07-08_18-32-42_11.pdf,"Aa
<o
Perfect Vision Opticals

28, 1st Floor, 2nd Cross, 1st Block, RT Nagar, Mumbai-400050
GSTIN: 28AJHCU1234L1ZA PAN: RFRBG5397G

INVOICE

Invoice No: 69625 BILL TO

Invoice Date: 04-06-2021 Preeti Malhotra

P.O.No: 5250 49, Pine Boulevard

P.O.Date: 02-06-2021 Hubli

Ref No: 6557 Pan No: XLJSF1485N

Ref Date: 04-06-2021 Mobile No: 9406872564
Email: preetimalhotra@gmail.com
GSTIN: 24WKTPJ4461A1Z4

Description In Detail Discount

Fastrack UV Protected Aviator 3165.00 316.50 6013.50
Sunglasses

Oakley Men's Rectangular 4632.00 694.80 13201.20
Sunglasses

Calvin Klein Square Sunglasses 4720.00 472.00 8968.00

TOTAL 1483.30 28182.70

Sub Total 28182.70
IGST @ 18% 5072.89

Grand Total 33255.59
PAYMENT METHOD
we Accept the PayPal, Master Card, VISA and E- Wallets
Terms & Condition:

1. Goods Once Sold Will Not be Taken Back
2. Goods Can be Exchanged During 2:00 pm to 4:00 pm

Thank you for business & visit Again

 
"
1446-Priya-Nair.pdf,"INVOICE

FROM

BILL TO

Specsmakers Opticians Priya Nair
1075, 12th Main, HAL 2nd Stage, 41, Orchid Circle, Kochi, Kerala
Indiranagar, Bangalore - 560008 India

INVOICE #
1446

ary
3
3

INVOICE DATE
06/02/2023

DESCRIPTION
Nova Anti-Glare Computer Glasses

Fitovers Polarized Cat Eye Sunglasses

P.0.#
94826

UNIT PRICE

2,599.00
2,299.00

Subtotal
GST 18.0%

Total

AMOUNT
7,797.00
6,897.00

14,694.00
2,644.92

= 17,338.92

Powered. by Invoice Home
"
Invoice_2024-06-24_11-25-07_9.pdf,"INVOICE

Invoice From :

Specsworld Opticians

45, 4th Main, Jayamahal Extension, Mumbai - 400005
specsworldopticians@gmail.com

Contact no.: 9900232338

Invoice To:

Tanvi Kapoor

77, Hibiscus Street

Mangalore

Contact no.: 9284305314 Email: tanvikapoor@gmail.com

Item Name HSN/SAC Qty
Vogue Eyewear
Women’s Round
Sunglasses 9006 1
Nova Bluecut
Eyeglasses (Zero
Power) 9008 2
Carrera Unisex-Adult
Rectangular
Sunglasses 9006 3

Terms & Conditions

Invoice details:

Invoice no.: 439
Date issued: 22-11-2020
GSTIN: 29AADCS3456G1ZR
Pan: RFRBG7060G

State: Maharashtra

GSTIN: 24DLBQL5285V1Z3
Pan: MWFSN5025R

State: Karnataka

Unit Price

1202.00

3055.00

666.00

Sub total
IGST

Grand Total

1. Payment terms are valid thirty (20) days from the date of this invoice, subject to a ¥2 of 2%

discount if paid within ten (10) days of the date of this invoice.
2. 30 days limited warranty unless stated otherwise in this invoice.

3. Balance due within 15 days of Invoice date. There shall be 10% Interest per Month thereafter.
4. A copy of this invoice is required, otherwise the warranty process stated herein will be delayed.

IGST Amount

18% 1202.00
18% 6110.00
18% 1998.00
9310.00

18% 1675.80
10985.80
"
Invoice_2024-06-24_11-25-16_18.pdf,"INVOICE

Invoice From :
Specsworld Opticians

45, 4th Main, Jayamahal Extension, Mumbai - 400005

specsworldopticians@gmail.com

Contact no.: 9900232338

Invoice To:

Archana Sharma
69, Palm Street
Mangalore

Contact no.: 9791458114 Email: archanasharma@gmail.com

Item Name

Ray-Ban Aviator
Classic Sunglasses
Carrera Unisex-Adult
Rectangular
Sunglasses
Tommy Hilfiger UV
Protected Square
Sunglasses

Terms & Conditions

HSN/SAC

9005

9008

9008

Invoice details:

Qty Unit Price

Invoice no.: 553
Date issued: 26-08-2020
GSTIN: 29AADCS3456G1ZR
Pan: RFRBG7060G
State: Maharashtra
GSTIN: 24QFZHZ1379U1Z5
Pan: NNZUU5573F
State: Karnataka
IGST Amount
3787.00 18% 11361.00
1770.00 18% 5310.00
3497.00 18% 10491.00
Sub total 27162.00
IGST 18% 4889.16
Grand Total 32051.16

1. Payment terms are valid thirty (20) days from the date of this invoice, subject to a ¥2 of 2%

discount if paid within ten (10) days of the date of this invoice.
2. 30 days limited warranty unless stated otherwise in this invoice.

3. Balance due within 15 days of Invoice date. There shall be 10% Interest per Month thereafter.

4. A copy of this invoice is required, otherwise the warranty process stated herein will be delayed.
"
ApexInvoice_2024-07-18_18-28-30_103.pdf,"V7 APEX EYEWEAR

APEX WEAR
Tax Invoice

New Hind House, Narottam Morarjee Marg, Ballard Estate,
Mumbai, Maharashtra
GSTIN: 27AAACR7/147G1ZQ

ne

89 Sapphire Enclave, Race Course Ring Road, Near Kuvadava Road, .
Address pp . 9 Invoice Date 29-01-2023
Gujarat-360001

0 0
ee
PName [___——‘AbokGupta SSCS

89 Sapphire Enclave, Race Course Ring Road, Near Kuvadava Road, Terms of
Address 30Days
Gujarat-360001 Payment

24GHINX831301Z4 | LRNo §=———‘[9841
UKIWV5262K 28-02-2023

ee

em
OC YT—e
OO

Sub Total 25688.60
Terms & Conditions Discount 1284.43
1. Goods once sold will not be taken back or exchanged.
2. Please make the payment within 30 days. Grand Total 24404.17

 

Authorised signature
"
